,numeric,numeric
heading,Q (m3/s),Total Head (m)
data,0,64.9224
data,0.01261804,62.7888
data,0.02523608,60.3504
data,0.03785412,57.912
data,0.05047216,55.7784
data,0.0630902,53.6448
data,0.07570824,51.2064
data,0.08832628,48.4632
data,0.10094432,44.8056
data,0.11356236,41.148
data,0.1261804,35.6616
data,0.13879844,29.8704
