,text,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,text,text,numeric
data,16.47 Series A,600,34,1245.00,120.60,270.00,973.00,863.60,965.00,1130.30,28,66 2/3,57 1/7,400.00
data,16.47 Series A,600,36,1314.00,124.00,282.00,1032.00,914.40,1022.00,1193.80,28,60 1/3,63 1/2,415.00
data,16.47 Series A,600,38,1270.00,152.40,254.00,1022.00,965.20,1054.00,1162.00,28,60 1/3,57 1/7,465.00
data,16.47 Series A,600,40,1321.00,158.80,264.00,1073.00,1016.00,1111.00,1212.80,32,66 2/3,57 1/7,480.00
data,16.47 Series A,600,42,1403.00,168.10,279.00,1127.00,1066.80,1168.00,1282.70,28,66 2/3,63 1/2,510.00
data,16.47 Series A,600,44,1454.00,173.00,289.00,1181.00,1117.60,1226.00,1333.50,32,66 2/3,63 1/2,520.00
data,16.47 Series A,600,46,1511.00,179.30,300.00,1235.00,1168.40,1276.00,1390.60,32,73    ,63 1/2,530.00
data,16.47 Series A,600,48,15.94,189.00,316.00,1289.00,1219.20,1334.00,1460.50,32,79 3/8,69 6/7,565.00
data,16.47 Series A,600,50,1670.00,196.80,329.00,1343.00,1270.00,1384.00,1524.00,28,79 3/8,76 1/5,595.00
data,16.47 Series A,600,52,1721.00,203.20,337.00,1394.00,1320.80,1435.00,1574.80,32,79 3/8,76 1/5,605.00
data,16.47 Series A,600,54,1778.00,209.60,349.00,1448.00,1371.60,1492.00,1632.00,32,79 3/8,76 1/5,620.00
data,16.47 Series A,600,56,1854.00,217.40,362.00,1502.00,1422.40,1543.00,1695.40,32,85 5/7,82 5/9,645.00
data,16.47 Series A,600,58,1905.00,222.20,370.00,1553.00,1473.20,1600.00,1746.20,32,85 5/7,82 5/9,655.00
data,16.47 Series A,600,60,1994.00,233.40,389.00,1610.00,1524.00,1657.00,1822.40,28,92    ,88 8/9,690.00
data,16.47 Series A,900,26,1086.00,139.70,286.00,775.00,660.40,749.00,952.50,20,73    ,69 6/7,465.00
data,16.47 Series A,900,28,1168.00,142.70,298.00,832.00,711.20,800.00,1022.40,20,79 3/8,76 1/5,485.00
data,16.47 Series A,900,30,1232.00,129.40,311.00,889.00,762.00,857.00,1085.80,20,79 3/8,76 1/5,495.00
data,16.47 Series A,900,32,1314.00,158.80,330.00,946.00,812.80,914.00,1155.70,20,85 5/7,82 5/9,530.00
data,16.47 Series A,900,34,1397.00,165.10,349.00,1006.00,863.60,965.00,1225.60,20,92    ,88 8/9,555.00
data,16.47 Series A,900,36,1460.00,171.40,362.00,1064.00,914.40,1022.00,1289.00,20,92    ,88 8/9,565.00
data,16.47 Series A,900,38,1460.00,190.50,353.00,1073.00,965.20,1099.00,1289.00,20,92    ,88 8/9,605.00
data,16.47 Series A,900,40,1511.00,196.80,363.00,1127.00,1016.00,1162.00,1339.80,24,92    ,88 8/9,620.00
data,16.47 Series A,900,42,1562.00,206.20,371.00,1176.00,1066.80,1213.00,1390.60,24,92    ,88 8/9,635.00
data,16.47 Series A,900,44,1648.00,214.40,391.00,1235.00,1117.60,1270.00,1463.50,24,98 3/7,95 1/4,665.00
data,16.47 Series A,900,46,1734.00,225.60,411.00,1292.00,1168.40,1334.00,1536.70,24,104 7/9,101 3/5,7000.00
data,16.47 Series A,900,48,1784.00,233.40,419.00,1343.00,1219.20,1384.00,1587.50,24,104 7/9,101 3/5,715.00
data,16.47 Series A,900,50,…,…,…,…,…,…,…,…,…,…,…
data,16.47 Series A,900,52,…,…,…,…,…,…,…,…,…,…,…
data,16.47 Series A,900,54,…,…,…,…,…,…,…,…,…,…,…
data,16.47 Series A,900,56,…,…,…,…,…,…,…,…,…,…,…
data,16.47 Series A,900,58,…,…,…,…,…,…,…,…,…,…,…
data,16.47 Series A,900,60,…,…,…,…,…,…,…,…,…,…,…
